user_id,lead_created_at,acquisition_channel,region,device_type,lead_score,company_size
U100380,2025-01-04 11:26:00,Social,North America,Tablet,63.0,201-1000
U100381,2025-02-21 09:53:00,Organic,EMEA,Tablet,72.0,1000+
U100382,2025-03-27 02:30:00,Paid Search,North America,desktop,77.0,
U100383,2025-02-13 20:20:00,paid search,EMEA,Tablet,100.0,
U100384,2025-03-09 03:37:00,email,,Mobile,67.0,1-10
U100385,01/21/2025 13:57,paid search,North America,Tablet,51.0,11-50
U100386,2025-03-13 04:46:00,Email,LATAM,Tablet,40.0,11-50
U100387,2025-01-22 06:47:00,Organic,EMEA,Tablet,53.0,11-50
U100388,2025-03-12 22:20:00,email,North America,Mobile,30.0,201-1000
U100389,2025-06-29 07:08:00,email,APAC,Mobile,27.0,
U100390,2025-06-24 01:52:00,Organic,,mobile ,,51-200
U100391,2025-06-18 18:12:00,email,,desktop,66.0,51-200
U100392,04/19/2025 10:44,Email,EMEA,Mobile,84.0,1-10
U100393,2025-01-04 21:52:00,Social,LATAM,mobile ,91.0,201-1000
U100394,2025-06-09 15:25:00,Partner,,Desktop,85.0,11 - 50
U100395,2025-05-13 18:53:00,Email,,mobile ,85.0,11-50
U100396,2025-03-07 19:01:00,Direct,APAC,Tablet,69.0,1-10
U100397,2025-05-18 21:15:00,Referral,North America,desktop,39.0,201-1000
U100398,2025-04-04 12:23:00,email,APAC,desktop,79.0,11 - 50
U100399,01/17/2025 21:30,Partner,,desktop,53.0,1000+
U100400,2025-04-18 20:48:00,Organic,,Desktop,65.0,51-200
U100401,2025-02-18 05:27:00,Direct,LATAM,Tablet,66.0,11 - 50
U100402,2025-03-29 07:58:00,Organic,North America,mobile ,71.0,1-10
U100403,2025-01-03 17:45:00,Organic,EMEA,Tablet,,11 - 50
U100404,2025-03-28 19:34:00,email,,desktop,33.0,
U100405,2025-06-25 23:52:00,Email,APAC,Mobile,88.0,51-200
U100406,02/27/2025 23:27,Direct,APAC,Mobile,54.0,11 - 50
U100407,2025-03-17 08:26:00,Paid Search,North America,Mobile,65.0,11-50
U100408,2025-01-11 10:20:00,Paid Search,EMEA,desktop,48.0,11-50
U100409,2025-06-25 08:20:00,paid search,LATAM,Tablet,58.0,
U100410,2025-06-29 09:36:00,paid search,APAC,Mobile,67.0,201-1000
U100411,2025-01-29 12:47:00,Organic,LATAM,desktop,68.0,51-200
U100412,2025-03-06 14:40:00,Social,APAC,mobile ,51.0,1000+
U100413,01/27/2025 22:10,Paid Search,,desktop,68.0,1000+
U100414,2025-01-27 13:16:00,Referral,,mobile ,51.0,201-1000
U100415,2025-06-06 03:16:00,email,,Desktop,69.0,1000+
U100416,2025-01-22 11:53:00,Email,North America,Tablet,,11-50
U100417,2025-06-22 22:25:00,Referral,APAC,Mobile,71.0,51-200
U100418,2025-03-10 21:15:00,Email,North America,Mobile,50.0,51-200
U100419,2025-02-27 03:35:00,paid search,LATAM,desktop,64.0,51-200
U100420,01/21/2025 21:42,Organic,EMEA,Mobile,52.0,
U100421,2025-04-18 11:20:00,Social,,mobile ,91.0,51-200
U100422,2025-03-05 00:40:00,Referral,North America,Tablet,67.0,
U100423,2025-01-05 13:10:00,Social,EMEA,Desktop,47.0,201-1000
U100424,2025-05-19 20:01:00,Partner,APAC,mobile ,50.0,11 - 50
U100425,2025-03-26 00:04:00,Partner,,Tablet,36.0,51-200
U100426,2025-01-09 20:28:00,Social,North America,mobile ,93.0,11-50
U100427,02/11/2025 06:58,Partner,North America,mobile ,70.0,1000+
U100428,2025-02-09 00:00:00,Paid Search,LATAM,Tablet,35.0,1000+
U100429,2025-05-09 00:48:00,Email,North America,Mobile,,1-10
U100430,2025-01-07 12:25:00,Email,APAC,Mobile,52.0,51-200
U100431,2025-04-14 03:03:00,Referral,EMEA,Desktop,67.0,11-50
U100432,2025-01-11 17:05:00,Organic,North America,Desktop,52.0,11 - 50
U100433,2025-06-22 01:22:00,Organic,,Desktop,56.0,1-10
U100434,06/20/2025 04:45,paid search,EMEA,mobile ,72.0,1-10
U100435,2025-03-20 13:46:00,Social,North America,Tablet,80.0,1000+
U100436,2025-04-24 17:29:00,Organic,LATAM,Tablet,74.0,
U100437,2025-05-12 10:15:00,Referral,EMEA,mobile ,49.0,11-50
U100438,2025-03-07 03:46:00,Direct,EMEA,Desktop,47.0,51-200
U100439,2025-01-17 14:07:00,Social,,Tablet,67.0,201-1000
U100440,2025-05-11 22:50:00,Paid Search,APAC,mobile ,62.0,1000+
U100441,06/07/2025 08:58,Partner,,desktop,24.0,51-200
U100442,2025-02-15 10:20:00,Referral,APAC,Tablet,,11 - 50
U100443,2025-02-19 07:01:00,Direct,North America,Tablet,46.0,11-50
U100444,2025-04-27 04:04:00,Direct,APAC,mobile ,47.0,11-50
U100445,2025-06-20 22:54:00,paid search,LATAM,Tablet,87.0,51-200
U100446,2025-05-27 22:18:00,Direct,,Mobile,52.0,1-10
U100447,2025-05-05 03:12:00,paid search,North America,desktop,69.0,201-1000
U100448,03/07/2025 00:03,Partner,APAC,Mobile,47.0,1-10
U100449,2025-01-19 09:38:00,paid search,LATAM,mobile ,64.0,11 - 50
U100450,2025-06-11 15:56:00,Direct,LATAM,desktop,47.0,11-50
U100451,2025-05-27 22:16:00,paid search,North America,mobile ,42.0,11 - 50
U100452,2025-02-10 00:35:00,Partner,LATAM,Tablet,60.0,201-1000
U100453,2025-02-13 13:37:00,Email,North America,mobile ,70.0,1-10
U100454,2025-05-20 05:40:00,email,North America,Mobile,27.0,1000+
U100455,02/03/2025 13:37,paid search,North America,desktop,,201-1000
U100456,2025-06-07 23:26:00,paid search,LATAM,Desktop,73.0,11 - 50
U100457,2025-04-11 07:39:00,Social,,desktop,68.0,11-50
U100458,2025-02-16 17:56:00,Organic,North America,Tablet,43.0,11 - 50
U100459,2025-03-09 00:48:00,email,,mobile ,71.0,51-200
U100460,2025-01-08 21:05:00,email,APAC,Tablet,55.0,11 - 50
U100461,2025-04-23 18:41:00,Paid Search,LATAM,Desktop,69.0,
U100462,05/15/2025 12:16,email,North America,desktop,56.0,51-200
U100463,2025-03-12 05:02:00,Organic,North America,Tablet,60.0,11 - 50
U100464,2025-05-01 09:29:00,paid search,EMEA,desktop,47.0,11 - 50
U100465,2025-06-13 07:59:00,Partner,North America,Desktop,65.0,51-200
U100466,2025-04-25 03:34:00,Partner,LATAM,mobile ,71.0,51-200
U100467,2025-06-20 18:20:00,Social,APAC,Tablet,74.0,11-50
U100468,2025-05-25 17:36:00,Email,LATAM,desktop,,
U100469,05/28/2025 08:51,Email,APAC,mobile ,61.0,201-1000
U100470,2025-03-29 21:16:00,Paid Search,North America,Desktop,83.0,1000+
U100471,2025-01-27 09:23:00,Social,APAC,Tablet,79.0,
U100472,2025-05-14 02:20:00,Social,,Desktop,80.0,51-200
U100473,2025-06-24 07:11:00,email,North America,Desktop,54.0,11 - 50
U100474,2025-05-04 17:08:00,Referral,EMEA,Tablet,65.0,
U100475,2025-06-09 09:15:00,Direct,North America,Mobile,66.0,1-10
U100476,04/25/2025 10:24,Direct,APAC,desktop,54.0,1-10
U100477,2025-03-11 14:10:00,paid search,APAC,desktop,27.0,11 - 50
U100478,2025-06-25 19:17:00,Email,LATAM,Tablet,37.0,1000+
U100479,2025-02-04 22:41:00,Social,EMEA,Mobile,58.0,1000+
U100480,2025-05-29 13:14:00,Social,APAC,Mobile,33.0,
U100481,2025-06-08 22:51:00,Email,LATAM,mobile ,,
U100482,2025-05-23 11:39:00,paid search,APAC,desktop,62.0,51-200
U100483,04/15/2025 12:01,Direct,LATAM,Tablet,58.0,1000+
U100484,2025-04-14 19:47:00,Paid Search,,mobile ,54.0,
U100485,2025-04-10 18:03:00,Paid Search,,Mobile,73.0,1000+
U100486,2025-04-08 22:53:00,Social,LATAM,desktop,54.0,51-200
U100487,2025-02-14 22:30:00,Referral,LATAM,mobile ,69.0,11-50
U100488,2025-04-01 05:21:00,Email,North America,Tablet,67.0,51-200
U100489,2025-05-28 17:06:00,Paid Search,North America,mobile ,56.0,1-10
U100490,04/10/2025 09:27,paid search,,Desktop,52.0,201-1000
U100491,2025-03-14 13:02:00,Partner,APAC,Tablet,86.0,11-50
U100492,2025-04-29 15:15:00,Partner,EMEA,Tablet,69.0,201-1000
U100493,2025-03-25 02:04:00,Partner,LATAM,Desktop,59.0,1-10
U100494,2025-02-27 09:16:00,email,EMEA,Tablet,,1000+
U100495,2025-03-30 15:25:00,Paid Search,EMEA,Desktop,60.0,51-200
U100496,2025-01-23 04:00:00,paid search,EMEA,Mobile,51.0,11 - 50
U100497,02/09/2025 03:27,email,,Desktop,66.0,201-1000
U100498,2025-01-07 14:22:00,Referral,APAC,Desktop,100.0,1-10
U100499,2025-03-02 19:32:00,paid search,North America,mobile ,84.0,11-50
U100500,2025-02-04 07:35:00,Direct,APAC,mobile ,65.0,201-1000
U100501,2025-03-28 17:08:00,email,,mobile ,25.0,1000+
U100502,2025-06-21 06:44:00,Organic,LATAM,Tablet,67.0,11-50
U100503,2025-02-08 18:43:00,paid search,,desktop,59.0,51-200
U100504,03/04/2025 01:34,Organic,North America,desktop,84.0,11 - 50
U100505,2025-05-21 23:51:00,Social,North America,mobile ,29.0,1-10
U100506,2025-05-20 12:02:00,Partner,North America,Desktop,70.0,
U100507,2025-02-09 05:11:00,Social,North America,mobile ,,1000+
U100508,2025-05-07 12:56:00,email,,Mobile,48.0,1-10
U100509,2025-02-09 15:44:00,Organic,EMEA,mobile ,59.0,51-200
U100510,2025-05-15 14:26:00,Social,LATAM,desktop,69.0,11-50
U100511,05/18/2025 17:22,Partner,APAC,Desktop,83.0,1-10
U100512,2025-01-31 12:16:00,Organic,APAC,mobile ,37.0,1-10
U100513,2025-01-14 21:03:00,email,North America,desktop,78.0,11 - 50
U100514,2025-02-23 02:23:00,Partner,North America,Mobile,64.0,1000+
U100515,2025-02-17 23:36:00,Email,LATAM,Tablet,67.0,11-50
U100516,2025-06-13 05:45:00,Partner,APAC,Tablet,35.0,
U100517,2025-01-04 22:30:00,email,LATAM,Mobile,81.0,
U100518,05/22/2025 04:59,Direct,APAC,Mobile,65.0,11 - 50
U100519,2025-04-10 22:29:00,Organic,,Tablet,48.0,201-1000
U100520,2025-05-15 00:55:00,Social,North America,mobile ,,1-10
U100521,2025-05-28 22:43:00,Organic,APAC,Desktop,80.0,
U100522,2025-04-19 10:01:00,Direct,North America,Mobile,32.0,11-50
U100523,2025-01-21 10:07:00,Social,LATAM,mobile ,47.0,11-50
U100524,2025-06-12 14:27:00,Referral,EMEA,Tablet,47.0,201-1000
U100525,01/27/2025 22:24,Direct,APAC,Desktop,28.0,51-200
U100526,2025-05-20 09:42:00,email,LATAM,mobile ,37.0,51-200
U100527,2025-05-14 09:02:00,email,APAC,mobile ,69.0,
U100528,2025-05-22 18:15:00,Partner,EMEA,Tablet,46.0,1000+
U100529,2025-03-12 18:54:00,Referral,North America,Tablet,96.0,1-10
U100530,2025-05-22 05:14:00,Referral,LATAM,mobile ,40.0,11 - 50
U100531,2025-02-07 17:51:00,Partner,LATAM,Tablet,49.0,11-50
U100532,05/11/2025 18:55,Referral,EMEA,mobile ,74.0,51-200
U100533,2025-02-09 03:31:00,Paid Search,North America,Tablet,,51-200
U100534,2025-03-12 12:05:00,email,APAC,desktop,47.0,11 - 50
U100535,2025-06-01 10:08:00,Social,EMEA,Desktop,67.0,51-200
U100536,2025-03-10 16:43:00,Referral,LATAM,Mobile,67.0,201-1000
U100537,2025-01-24 04:51:00,Organic,APAC,Mobile,51.0,51-200
U100538,2025-04-30 08:42:00,Paid Search,LATAM,desktop,96.0,51-200
U100539,03/06/2025 18:33,paid search,North America,mobile ,62.0,11 - 50
U100540,2025-03-19 23:03:00,Email,North America,desktop,52.0,51-200
U100541,2025-06-12 06:32:00,Partner,LATAM,Desktop,61.0,1-10
U100542,2025-04-12 09:20:00,paid search,North America,desktop,66.0,1000+
U100543,2025-02-21 23:43:00,Organic,North America,Desktop,58.0,11 - 50
U100544,2025-05-10 03:57:00,Social,North America,mobile ,65.0,11-50
U100545,2025-06-25 22:08:00,Organic,APAC,desktop,46.0,11-50
U100546,01/07/2025 06:17,Organic,APAC,Desktop,,51-200
U100547,2025-01-27 04:31:00,Paid Search,North America,desktop,46.0,1-10
U100548,2025-06-28 19:20:00,email,,mobile ,71.0,51-200
U100549,2025-05-16 04:13:00,Referral,,Tablet,62.0,11-50
U100550,2025-01-26 14:55:00,Organic,EMEA,Tablet,48.0,1000+
U100551,2025-02-26 00:59:00,Partner,LATAM,Mobile,77.0,1-10
U100552,2025-06-05 14:15:00,Organic,APAC,Mobile,32.0,
U100553,01/14/2025 09:33,Organic,North America,Mobile,80.0,1000+
U100554,2025-01-10 04:25:00,Email,LATAM,Mobile,69.0,
U100555,2025-01-06 11:02:00,Referral,EMEA,desktop,44.0,51-200
U100556,2025-03-09 14:07:00,Email,North America,Tablet,48.0,
U100557,2025-05-26 00:53:00,Organic,LATAM,mobile ,39.0,201-1000
U100558,2025-05-13 09:10:00,Referral,,Tablet,55.0,
U100559,2025-02-21 04:03:00,Referral,LATAM,Mobile,,1-10
U100560,01/01/2025 01:51,Email,,mobile ,86.0,1000+
U100561,2025-02-16 05:42:00,Email,,mobile ,34.0,51-200
U100562,2025-02-06 12:10:00,Referral,LATAM,Mobile,87.0,
U100563,2025-04-22 14:00:00,Direct,North America,Tablet,48.0,11-50
U100564,2025-05-08 20:51:00,Partner,,mobile ,82.0,11-50
U100565,2025-03-14 07:11:00,Partner,LATAM,Desktop,73.0,201-1000
U100566,2025-05-01 02:52:00,paid search,LATAM,Mobile,36.0,11-50
U100567,06/27/2025 13:20,Partner,,Desktop,67.0,51-200
U100568,2025-03-28 16:10:00,Direct,North America,mobile ,65.0,
U100569,2025-01-24 22:37:00,Partner,,Tablet,51.0,1000+
U100570,2025-05-26 20:26:00,Social,APAC,Desktop,59.0,51-200
U100571,2025-05-13 06:57:00,Social,APAC,Desktop,32.0,11-50
U100572,2025-04-21 17:22:00,Paid Search,LATAM,Tablet,,11-50
U100573,2025-05-16 00:51:00,Referral,EMEA,Desktop,60.0,51-200
U100574,03/21/2025 20:26,Partner,LATAM,Mobile,46.0,201-1000
U100575,2025-01-02 06:27:00,Referral,LATAM,Mobile,47.0,11 - 50
U100576,2025-05-29 04:55:00,Direct,North America,Tablet,62.0,51-200
U100577,2025-03-27 08:22:00,Paid Search,North America,Mobile,60.0,11 - 50
U100578,2025-02-13 05:44:00,Organic,EMEA,Tablet,34.0,
U100579,2025-05-03 02:37:00,Email,LATAM,Desktop,26.0,201-1000
U100580,2025-06-28 06:03:00,Direct,North America,Desktop,55.0,11-50
U100581,03/22/2025 17:50,paid search,,mobile ,70.0,11 - 50
U100582,2025-02-14 05:45:00,Partner,EMEA,desktop,27.0,11-50
U100583,2025-03-02 20:23:00,Organic,LATAM,mobile ,65.0,11-50
U100584,2025-01-21 23:44:00,Email,North America,Mobile,74.0,1000+
U100585,2025-06-13 02:53:00,Partner,APAC,desktop,,201-1000
U100586,2025-03-27 04:53:00,email,EMEA,Mobile,36.0,51-200
U100587,2025-04-07 23:14:00,Paid Search,APAC,mobile ,85.0,
U100588,04/02/2025 17:14,email,APAC,desktop,41.0,1-10
U100589,2025-06-21 20:44:00,Organic,APAC,mobile ,72.0,11-50
U100590,2025-05-02 15:14:00,email,EMEA,mobile ,56.0,201-1000
U100591,2025-05-20 20:36:00,Organic,EMEA,Mobile,61.0,1-10
U100592,2025-05-07 19:34:00,email,North America,Tablet,45.0,1000+
U100593,2025-02-23 00:49:00,email,,Tablet,51.0,1-10
U100594,2025-02-23 07:37:00,Partner,EMEA,Mobile,76.0,1-10
U100595,01/18/2025 09:56,Social,,Mobile,65.0,
U100596,2025-06-02 15:48:00,Organic,,desktop,55.0,1000+
U100597,2025-01-13 07:20:00,Paid Search,North America,Desktop,68.0,11 - 50
U100598,2025-01-31 00:43:00,Social,APAC,mobile ,,1000+
U100599,2025-01-12 13:31:00,Email,LATAM,Mobile,48.0,11-50
U100600,2025-05-19 20:10:00,Partner,LATAM,Tablet,78.0,1-10
U100601,2025-03-26 14:59:00,Social,APAC,Mobile,43.0,201-1000
U100602,05/17/2025 00:46,Social,North America,mobile ,97.0,1-10
U100603,2025-03-31 16:58:00,Organic,APAC,Desktop,54.0,51-200
U100604,2025-05-31 12:08:00,Social,APAC,Tablet,76.0,1-10
U100605,2025-03-31 10:40:00,Paid Search,North America,desktop,45.0,11-50
U100606,2025-03-31 22:41:00,paid search,,Desktop,49.0,1000+
U100607,2025-05-07 11:17:00,Referral,EMEA,desktop,43.0,51-200
U100608,2025-05-28 04:20:00,email,LATAM,mobile ,63.0,51-200
U100609,03/28/2025 12:34,Paid Search,North America,Desktop,40.0,1-10
U100610,2025-01-07 11:27:00,Referral,EMEA,desktop,82.0,51-200
U100611,2025-06-19 23:40:00,Direct,EMEA,desktop,,201-1000
U100612,2025-03-29 03:47:00,Organic,LATAM,Desktop,64.0,1-10
U100613,2025-03-08 13:47:00,Paid Search,North America,Tablet,71.0,1-10
U100614,2025-02-02 01:06:00,paid search,EMEA,Desktop,67.0,51-200
U100615,2025-06-17 14:55:00,Organic,LATAM,Tablet,55.0,1000+
U100616,01/25/2025 11:32,Organic,North America,mobile ,56.0,11 - 50
U100617,2025-05-06 01:31:00,paid search,APAC,mobile ,100.0,11 - 50
U100618,2025-02-13 08:28:00,paid search,LATAM,mobile ,16.0,11-50
U100619,2025-05-26 05:31:00,Social,APAC,mobile ,49.0,1-10
U100620,2025-05-19 07:37:00,Email,EMEA,desktop,35.0,201-1000
U100621,2025-02-02 19:21:00,paid search,North America,desktop,59.0,11-50
U100622,2025-01-19 12:52:00,Paid Search,APAC,mobile ,93.0,11 - 50
U100623,05/05/2025 08:31,email,APAC,Mobile,71.0,201-1000
U100624,2025-05-17 14:33:00,Social,EMEA,desktop,,
U100625,2025-06-20 04:54:00,Direct,APAC,mobile ,45.0,
U100626,2025-03-21 12:54:00,Direct,APAC,Tablet,43.0,
U100627,2025-01-08 19:33:00,Organic,LATAM,Tablet,53.0,11 - 50
U100628,2025-02-09 03:50:00,Partner,North America,Desktop,34.0,51-200
U100629,2025-05-04 19:46:00,Organic,EMEA,Tablet,74.0,201-1000
U100630,03/30/2025 11:57,Paid Search,North America,mobile ,76.0,1000+
U100631,2025-06-13 14:33:00,paid search,APAC,Mobile,59.0,
U100632,2025-06-10 10:17:00,Referral,North America,Mobile,55.0,1-10
U100633,2025-03-17 02:52:00,paid search,North America,desktop,41.0,
U100634,2025-06-05 01:50:00,Social,LATAM,mobile ,93.0,1-10
U100635,2025-04-04 23:41:00,email,LATAM,Mobile,47.0,1000+
U100636,2025-06-08 23:10:00,Email,North America,desktop,49.0,51-200
U100637,05/12/2025 16:33,email,EMEA,mobile ,,
U100638,2025-03-17 03:57:00,Partner,North America,mobile ,64.0,51-200
U100639,2025-02-12 23:21:00,paid search,,Tablet,48.0,1000+
U100640,2025-05-21 08:28:00,Direct,EMEA,Desktop,49.0,201-1000
U100641,2025-01-20 10:47:00,email,APAC,desktop,64.0,1-10
U100642,2025-06-10 22:53:00,Email,EMEA,Mobile,55.0,51-200
U100643,2025-05-07 05:56:00,Direct,LATAM,Mobile,58.0,11-50
U100644,06/09/2025 04:21,Paid Search,LATAM,desktop,75.0,
U100645,2025-01-17 15:08:00,Partner,EMEA,mobile ,69.0,11 - 50
U100646,2025-04-06 07:19:00,email,LATAM,Desktop,65.0,51-200
U100647,2025-03-04 01:53:00,Partner,APAC,mobile ,55.0,1-10
U100648,2025-01-14 10:59:00,email,LATAM,Desktop,63.0,1-10
U100649,2025-02-15 13:29:00,Paid Search,EMEA,desktop,57.0,
U100650,2025-05-05 12:28:00,Organic,North America,Mobile,,1-10
U100651,01/24/2025 07:28,paid search,North America,Desktop,68.0,201-1000
U100652,2025-02-28 15:29:00,email,EMEA,mobile ,65.0,51-200
U100653,2025-02-05 01:03:00,paid search,,Mobile,48.0,51-200
U100654,2025-05-28 15:46:00,Paid Search,LATAM,Mobile,60.0,
U100655,2025-06-27 17:55:00,Organic,North America,Desktop,55.0,11 - 50
U100656,2025-03-19 05:17:00,Organic,North America,mobile ,69.0,11 - 50
U100657,2025-02-04 19:18:00,Direct,EMEA,Desktop,63.0,51-200
U100658,06/04/2025 20:21,Email,APAC,Tablet,59.0,1000+
U100659,2025-03-22 09:46:00,Social,,Tablet,48.0,
U100660,2025-06-04 20:04:00,Direct,North America,mobile ,62.0,1-10
U100661,2025-04-05 13:46:00,Partner,APAC,Desktop,72.0,1-10
U100662,2025-01-09 06:14:00,Direct,EMEA,Mobile,72.0,201-1000
U100663,2025-06-14 20:39:00,Direct,LATAM,Desktop,,1000+
U100664,2025-01-09 18:41:00,Partner,EMEA,Desktop,63.0,
U100665,01/25/2025 02:26,Paid Search,,desktop,62.0,1000+
U100666,2025-06-27 02:48:00,paid search,,Tablet,61.0,1-10
U100667,2025-03-27 11:08:00,Partner,LATAM,Desktop,67.0,11 - 50
U100668,2025-04-01 01:05:00,Organic,North America,desktop,18.0,51-200
U100669,2025-03-17 07:27:00,Direct,,Tablet,77.0,
U100670,2025-02-04 07:31:00,paid search,EMEA,Mobile,70.0,
U100671,2025-05-16 01:40:00,Direct,APAC,mobile ,68.0,201-1000
U100672,03/23/2025 11:51,Partner,North America,mobile ,58.0,11-50
U100673,2025-02-10 20:53:00,Email,LATAM,mobile ,37.0,
U100674,2025-06-13 04:42:00,Social,,Tablet,41.0,11-50
U100675,2025-03-16 08:57:00,Partner,LATAM,desktop,38.0,11-50
U100676,2025-03-04 10:38:00,Email,,Desktop,,1-10
U100677,2025-02-03 21:24:00,Email,EMEA,Mobile,47.0,11 - 50
U100678,2025-02-27 16:42:00,email,North America,mobile ,59.0,51-200
U100679,06/01/2025 21:02,Paid Search,LATAM,mobile ,44.0,11 - 50
U100680,2025-02-13 18:23:00,email,APAC,Mobile,66.0,11-50
U100681,2025-03-08 01:51:00,email,APAC,mobile ,57.0,1000+
U100682,2025-04-22 21:47:00,paid search,,Tablet,45.0,1000+
U100683,2025-04-08 19:58:00,Organic,APAC,Desktop,59.0,11 - 50
U100684,2025-03-10 21:48:00,Paid Search,EMEA,Desktop,51.0,51-200
U100685,2025-03-27 15:50:00,Referral,,desktop,61.0,11-50
U100686,06/09/2025 11:21,Email,EMEA,desktop,39.0,
U100687,2025-03-30 06:24:00,Organic,APAC,Mobile,47.0,1000+
U100688,2025-02-07 05:35:00,Social,LATAM,Mobile,38.0,201-1000
U100689,2025-05-16 21:33:00,Organic,EMEA,Mobile,,1000+
U100690,2025-06-29 12:36:00,Organic,,Mobile,63.0,1000+
U100691,2025-02-05 13:55:00,Paid Search,EMEA,Desktop,48.0,51-200
U100692,2025-01-17 20:02:00,Referral,,mobile ,49.0,1-10
U100693,02/19/2025 23:10,Direct,,mobile ,52.0,
U100694,2025-01-23 05:19:00,Referral,EMEA,mobile ,46.0,
U100695,2025-01-26 15:42:00,paid search,North America,Desktop,30.0,11 - 50
U100696,2025-02-21 04:57:00,Referral,,Tablet,52.0,1-10
U100697,2025-02-05 10:23:00,Social,North America,desktop,61.0,11 - 50
U100698,2025-06-20 09:34:00,Social,,Mobile,68.0,11 - 50
U100699,2025-01-11 04:32:00,Partner,APAC,Desktop,62.0,
U100700,03/22/2025 12:38,paid search,LATAM,desktop,94.0,51-200
U100701,2025-05-08 12:07:00,Partner,North America,mobile ,32.0,1000+
U100702,2025-04-11 14:59:00,Social,,Mobile,,1-10
U100703,2025-02-16 18:20:00,Organic,EMEA,desktop,41.0,
U100704,2025-04-19 04:40:00,Paid Search,,Mobile,67.0,51-200
U100705,2025-01-14 16:14:00,paid search,LATAM,mobile ,31.0,11-50
U100706,2025-04-10 05:05:00,Paid Search,LATAM,mobile ,47.0,1-10
U100707,04/03/2025 07:31,Referral,North America,Mobile,43.0,1-10
U100708,2025-01-23 09:12:00,email,EMEA,Desktop,85.0,11-50
U100709,2025-01-25 03:39:00,Paid Search,EMEA,mobile ,54.0,11-50
U100710,2025-03-15 04:27:00,email,APAC,desktop,64.0,201-1000
U100711,2025-05-31 23:10:00,Social,,Desktop,68.0,11-50
U100712,2025-02-08 01:18:00,Referral,APAC,Desktop,72.0,1-10
U100713,2025-02-02 07:46:00,Partner,EMEA,Mobile,59.0,1000+
U100714,01/07/2025 18:59,Social,LATAM,desktop,43.0,11-50
U100715,2025-05-10 14:38:00,Paid Search,EMEA,Tablet,,1000+
U100716,2025-03-13 17:54:00,Organic,APAC,desktop,53.0,
U100717,2025-04-25 18:01:00,email,LATAM,Mobile,68.0,
U100718,2025-04-18 10:03:00,Paid Search,,desktop,40.0,51-200
U100719,2025-04-09 03:13:00,Paid Search,North America,Desktop,67.0,51-200
U100720,2025-01-17 19:45:00,Partner,LATAM,Tablet,57.0,
U100721,02/08/2025 15:26,paid search,North America,mobile ,59.0,1000+
U100722,2025-03-29 02:34:00,Social,North America,Tablet,49.0,1000+
U100723,2025-02-28 20:14:00,Direct,EMEA,mobile ,59.0,1000+
U100724,2025-02-22 15:11:00,Partner,North America,Mobile,42.0,11 - 50
U100725,2025-06-16 01:19:00,Referral,North America,mobile ,76.0,1-10
U100726,2025-01-20 05:43:00,Paid Search,EMEA,Tablet,64.0,
U100727,2025-04-19 07:44:00,Email,LATAM,desktop,64.0,1-10
U100728,01/02/2025 04:55,Partner,EMEA,Tablet,,51-200
U100729,2025-05-16 04:50:00,Partner,North America,Desktop,51.0,11-50
U100730,2025-01-29 10:31:00,Direct,APAC,Desktop,54.0,201-1000
U100731,2025-04-19 06:29:00,Direct,EMEA,Mobile,61.0,11 - 50
U100732,2025-01-19 18:16:00,email,North America,desktop,46.0,11-50
U100733,2025-02-11 16:20:00,Organic,North America,mobile ,61.0,1000+
U100734,2025-03-14 12:39:00,email,APAC,desktop,61.0,201-1000
U100735,01/05/2025 19:52,Direct,EMEA,mobile ,62.0,1-10
U100736,2025-01-15 21:17:00,Referral,North America,Desktop,56.0,11 - 50
U100737,2025-03-19 06:28:00,Referral,North America,Mobile,38.0,
U100738,2025-02-04 04:39:00,Partner,LATAM,Desktop,31.0,51-200
U100739,2025-06-17 18:17:00,email,North America,Mobile,53.0,
U100740,2025-04-26 15:07:00,email,LATAM,Mobile,65.0,11-50
U100741,2025-03-20 19:30:00,Social,LATAM,Tablet,,201-1000
U100742,01/08/2025 23:08,paid search,,mobile ,59.0,201-1000
